pase,anchor,confirmer,symbol,horizon,n_signals,n_conclusive,hit_rate,avg_ret_aligned_pct
A_1h_1h,bb,vol,AAPL/USD,2,490,319,50.5,0.017
A_1h_1h,bb,(solo),AAPL/USD,4,1006,663,53.5,0.037
A_1h_1h,bb,rsi,AAPL/USD,4,233,159,47.8,0.019
A_1h_1h,bb,macd,AAPL/USD,4,218,148,50.0,0.004
A_1h_1h,bb,ema,AAPL/USD,4,332,220,51.8,0.007
A_1h_1h,bb,adx,AAPL/USD,4,726,485,55.1,0.065
A_1h_1h,bb,vol,AAPL/USD,4,490,334,53.3,0.031
B_1h_4h,rsi,macd,AAPL/USD,1,18,12,66.7,0.067
B_1h_4h,rsi,bb,AAPL/USD,1,8,5,80.0,0.17
B_1h_4h,rsi,ema,AAPL/USD,1,25,11,45.5,-0.001
B_1h_4h,rsi,adx,AAPL/USD,1,124,62,45.2,-0.027
B_1h_4h,rsi,vol,AAPL/USD,1,79,45,46.7,-0.006
B_1h_4h,rsi,macd,AAPL/USD,2,18,16,68.8,0.171
B_1h_4h,rsi,bb,AAPL/USD,2,8,8,62.5,0.037
B_1h_4h,rsi,ema,AAPL/USD,2,25,14,42.9,0.006
B_1h_4h,rsi,adx,AAPL/USD,2,124,71,39.4,-0.06
B_1h_4h,rsi,vol,AAPL/USD,2,79,56,42.9,-0.051
B_1h_4h,rsi,macd,AAPL/USD,4,18,17,70.6,0.282
B_1h_4h,rsi,bb,AAPL/USD,4,8,7,57.1,0.074
B_1h_4h,rsi,ema,AAPL/USD,4,25,13,38.5,-0.292
B_1h_4h,rsi,adx,AAPL/USD,4,124,76,36.8,-0.105
B_1h_4h,rsi,vol,AAPL/USD,4,79,56,37.5,-0.031
B_1h_4h,macd,rsi,AAPL/USD,1,2346,914,50.5,0.016
B_1h_4h,macd,bb,AAPL/USD,1,2298,903,50.6,0.017
B_1h_4h,macd,ema,AAPL/USD,1,2476,932,46.7,-0.0
B_1h_4h,macd,adx,AAPL/USD,1,3769,1392,44.5,-0.011
B_1h_4h,macd,vol,AAPL/USD,1,2225,1064,46.1,-0.015
B_1h_4h,macd,rsi,AAPL/USD,2,2345,1185,50.9,0.026
B_1h_4h,macd,bb,AAPL/USD,2,2297,1162,51.7,0.029
B_1h_4h,macd,ema,AAPL/USD,2,2475,1188,47.9,-0.001
B_1h_4h,macd,adx,AAPL/USD,2,3768,1836,45.1,-0.018
B_1h_4h,macd,vol,AAPL/USD,2,2225,1305,46.0,-0.022
B_1h_4h,macd,rsi,AAPL/USD,4,2345,1470,47.8,0.014
B_1h_4h,macd,bb,AAPL/USD,4,2297,1430,48.3,0.022
B_1h_4h,macd,ema,AAPL/USD,4,2475,1510,46.1,-0.014
B_1h_4h,macd,adx,AAPL/USD,4,3766,2284,45.7,-0.024
B_1h_4h,macd,vol,AAPL/USD,4,2225,1534,47.3,-0.023
B_1h_4h,bb,rsi,AAPL/USD,1,355,177,58.8,0.068
B_1h_4h,bb,macd,AAPL/USD,1,360,161,57.8,0.048
B_1h_4h,bb,ema,AAPL/USD,1,423,210,51.4,0.035
B_1h_4h,bb,adx,AAPL/USD,1,748,351,52.4,0.025
B_1h_4h,bb,vol,AAPL/USD,1,553,326,50.9,0.024
B_1h_4h,bb,rsi,AAPL/USD,2,355,215,59.5,0.108
B_1h_4h,bb,macd,AAPL/USD,2,360,197,57.4,0.069
B_1h_4h,bb,ema,AAPL/USD,2,423,246,55.7,0.065
B_1h_4h,bb,adx,AAPL/USD,2,748,436,51.1,0.021
B_1h_4h,bb,vol,AAPL/USD,2,553,380,51.8,0.025
B_1h_4h,bb,rsi,AAPL/USD,4,355,240,59.6,0.136
B_1h_4h,bb,macd,AAPL/USD,4,360,235,60.9,0.111
B_1h_4h,bb,ema,AAPL/USD,4,423,282,55.0,0.072
B_1h_4h,bb,adx,AAPL/USD,4,748,490,52.7,0.03
B_1h_4h,bb,vol,AAPL/USD,4,553,403,52.4,0.044
C_4h_4h,rsi,(solo),AAPL/USD,1,46,26,30.8,-0.095
C_4h_4h,rsi,macd,AAPL/USD,1,9,5,20.0,-0.127
C_4h_4h,rsi,bb,AAPL/USD,1,1,0,,-0.028
C_4h_4h,rsi,ema,AAPL/USD,1,2,1,0.0,-0.17
C_4h_4h,rsi,adx,AAPL/USD,1,43,24,33.3,-0.072
C_4h_4h,rsi,vol,AAPL/USD,1,19,10,40.0,0.027
C_4h_4h,rsi,(solo),AAPL/USD,2,46,32,37.5,-0.066
C_4h_4h,rsi,macd,AAPL/USD,2,9,5,40.0,-0.113
C_4h_4h,rsi,bb,AAPL/USD,2,1,0,,-0.143
C_4h_4h,rsi,ema,AAPL/USD,2,2,1,100.0,0.815
C_4h_4h,rsi,adx,AAPL/USD,2,43,31,38.7,-0.05
C_4h_4h,rsi,vol,AAPL/USD,2,19,14,28.6,-0.041
C_4h_4h,macd,(solo),AAPL/USD,1,1286,779,45.3,-0.011
C_4h_4h,macd,rsi,AAPL/USD,1,619,383,43.3,-0.029
C_4h_4h,macd,bb,AAPL/USD,1,636,399,42.9,-0.028
C_4h_4h,macd,ema,AAPL/USD,1,618,381,43.0,-0.028
C_4h_4h,macd,adx,AAPL/USD,1,984,596,45.6,-0.001
C_4h_4h,macd,vol,AAPL/USD,1,562,382,45.0,-0.026
C_4h_4h,macd,(solo),AAPL/USD,2,1285,914,46.9,-0.028
C_4h_4h,macd,rsi,AAPL/USD,2,619,445,45.4,-0.042
C_4h_4h,macd,bb,AAPL/USD,2,636,461,45.1,-0.058
C_4h_4h,macd,ema,AAPL/USD,2,618,450,44.4,-0.039
C_4h_4h,macd,adx,AAPL/USD,2,983,698,47.6,-0.023
C_4h_4h,macd,vol,AAPL/USD,2,562,430,46.5,-0.042
C_4h_4h,bb,(solo),AAPL/USD,1,228,144,47.2,-0.029
C_4h_4h,bb,rsi,AAPL/USD,1,53,37,32.4,-0.095
C_4h_4h,bb,macd,AAPL/USD,1,40,27,51.9,0.033
C_4h_4h,bb,ema,AAPL/USD,1,89,56,42.9,-0.058
C_4h_4h,bb,adx,AAPL/USD,1,177,112,46.4,-0.01
C_4h_4h,bb,vol,AAPL/USD,1,104,71,43.7,-0.032
C_4h_4h,bb,(solo),AAPL/USD,2,228,164,48.8,0.017
C_4h_4h,bb,rsi,AAPL/USD,2,53,37,48.6,-0.035
C_4h_4h,bb,macd,AAPL/USD,2,40,26,65.4,0.243
C_4h_4h,bb,ema,AAPL/USD,2,89,62,53.2,0.039
C_4h_4h,bb,adx,AAPL/USD,2,177,127,48.0,0.049
C_4h_4h,bb,vol,AAPL/USD,2,104,79,45.6,0.019
A_1h_1h,rsi,(solo),AMZN/USD,1,181,94,50.0,0.008
A_1h_1h,rsi,macd,AMZN/USD,1,41,17,41.2,-0.085
A_1h_1h,rsi,bb,AMZN/USD,1,14,13,30.8,-0.042
A_1h_1h,rsi,ema,AMZN/USD,1,10,7,57.1,0.179
A_1h_1h,rsi,adx,AMZN/USD,1,166,86,50.0,0.003
A_1h_1h,rsi,vol,AMZN/USD,1,78,46,47.8,0.035
A_1h_1h,rsi,(solo),AMZN/USD,2,181,131,49.6,0.006
A_1h_1h,rsi,macd,AMZN/USD,2,41,27,48.1,-0.112
A_1h_1h,rsi,bb,AMZN/USD,2,14,12,33.3,0.069
A_1h_1h,rsi,ema,AMZN/USD,2,10,8,62.5,0.263
A_1h_1h,rsi,adx,AMZN/USD,2,166,120,49.2,-0.01
A_1h_1h,rsi,vol,AMZN/USD,2,78,60,48.3,0.03
A_1h_1h,rsi,(solo),AMZN/USD,4,181,136,51.5,-0.052
A_1h_1h,rsi,macd,AMZN/USD,4,41,26,50.0,-0.074
A_1h_1h,rsi,bb,AMZN/USD,4,14,10,50.0,0.088
A_1h_1h,rsi,ema,AMZN/USD,4,10,8,37.5,0.2
A_1h_1h,rsi,adx,AMZN/USD,4,166,126,50.8,-0.059
A_1h_1h,rsi,vol,AMZN/USD,4,78,57,54.4,0.017
A_1h_1h,macd,(solo),AMZN/USD,1,5163,2099,49.5,-0.001
A_1h_1h,macd,rsi,AMZN/USD,1,2548,1138,48.0,-0.011
A_1h_1h,macd,bb,AMZN/USD,1,2546,1159,48.7,-0.006
A_1h_1h,macd,ema,AMZN/USD,1,2456,1063,50.1,-0.002
A_1h_1h,macd,adx,AMZN/USD,1,3623,1550,49.7,-0.002
A_1h_1h,macd,vol,AMZN/USD,1,2097,985,49.1,-0.003
A_1h_1h,macd,(solo),AMZN/USD,2,5162,2714,48.9,-0.01
A_1h_1h,macd,rsi,AMZN/USD,2,2547,1413,46.3,-0.027
A_1h_1h,macd,bb,AMZN/USD,2,2545,1444,46.9,-0.02
A_1h_1h,macd,ema,AMZN/USD,2,2455,1337,48.8,-0.012
A_1h_1h,macd,adx,AMZN/USD,2,3622,1990,48.9,-0.012
A_1h_1h,macd,vol,AMZN/USD,2,2097,1222,48.3,-0.018
A_1h_1h,macd,(solo),AMZN/USD,4,5160,3348,50.4,-0.004
A_1h_1h,macd,rsi,AMZN/USD,4,2547,1734,47.8,-0.013
A_1h_1h,macd,bb,AMZN/USD,4,2545,1768,48.6,-0.013
A_1h_1h,macd,ema,AMZN/USD,4,2455,1630,49.1,-0.0
A_1h_1h,macd,adx,AMZN/USD,4,3620,2438,51.6,-0.0
A_1h_1h,macd,vol,AMZN/USD,4,2097,1459,49.8,-0.01
A_1h_1h,bb,(solo),AMZN/USD,1,941,459,50.5,0.004
A_1h_1h,bb,rsi,AMZN/USD,1,190,104,46.2,-0.002
A_1h_1h,bb,macd,AMZN/USD,1,146,85,48.2,0.019
A_1h_1h,bb,ema,AMZN/USD,1,316,141,50.4,-0.006
A_1h_1h,bb,adx,AMZN/USD,1,669,351,51.0,0.008
A_1h_1h,bb,vol,AMZN/USD,1,459,253,48.6,0.001
A_1h_1h,bb,(solo),AMZN/USD,2,941,554,48.9,0.004
A_1h_1h,bb,rsi,AMZN/USD,2,190,114,50.0,0.013
A_1h_1h,bb,macd,AMZN/USD,2,146,83,50.6,0.006
A_1h_1h,bb,ema,AMZN/USD,2,316,179,52.0,0.01
A_1h_1h,bb,adx,AMZN/USD,2,669,415,49.9,0.001
A_1h_1h,bb,vol,AMZN/USD,2,459,292,45.5,-0.016
A_1h_1h,bb,(solo),AMZN/USD,4,941,664,51.4,0.017
A_1h_1h,bb,rsi,AMZN/USD,4,190,132,50.8,0.009
A_1h_1h,bb,macd,AMZN/USD,4,146,100,52.0,0.078
A_1h_1h,bb,ema,AMZN/USD,4,316,219,52.5,0.053
A_1h_1h,bb,adx,AMZN/USD,4,669,497,52.3,0.015
A_1h_1h,bb,vol,AMZN/USD,4,459,341,50.4,-0.01
B_1h_4h,rsi,macd,AMZN/USD,1,21,13,76.9,0.111
B_1h_4h,rsi,bb,AMZN/USD,1,9,9,88.9,0.884
B_1h_4h,rsi,ema,AMZN/USD,1,52,25,56.0,0.141
B_1h_4h,rsi,adx,AMZN/USD,1,145,77,50.6,0.006
B_1h_4h,rsi,vol,AMZN/USD,1,108,70,47.1,-0.009
B_1h_4h,rsi,macd,AMZN/USD,2,21,17,58.8,0.065
B_1h_4h,rsi,bb,AMZN/USD,2,9,9,100.0,0.996
B_1h_4h,rsi,ema,AMZN/USD,2,52,41,61.0,0.165
B_1h_4h,rsi,adx,AMZN/USD,2,145,101,50.5,0.018
B_1h_4h,rsi,vol,AMZN/USD,2,108,84,50.0,-0.014
B_1h_4h,rsi,macd,AMZN/USD,4,21,18,50.0,0.056
B_1h_4h,rsi,bb,AMZN/USD,4,9,8,87.5,1.005
B_1h_4h,rsi,ema,AMZN/USD,4,52,44,50.0,-0.048
B_1h_4h,rsi,adx,AMZN/USD,4,145,105,53.3,-0.021
B_1h_4h,rsi,vol,AMZN/USD,4,108,86,51.2,-0.042
B_1h_4h,macd,rsi,AMZN/USD,1,2403,1038,55.8,0.038
B_1h_4h,macd,bb,AMZN/USD,1,2410,1011,56.5,0.041
B_1h_4h,macd,ema,AMZN/USD,1,2506,1060,53.0,0.021
B_1h_4h,macd,adx,AMZN/USD,1,3999,1632,49.6,-0.005
B_1h_4h,macd,vol,AMZN/USD,1,2526,1230,49.1,-0.004
B_1h_4h,macd,rsi,AMZN/USD,2,2402,1304,54.8,0.051
B_1h_4h,macd,bb,AMZN/USD,2,2409,1264,56.0,0.056
B_1h_4h,macd,ema,AMZN/USD,2,2505,1370,52.5,0.027
B_1h_4h,macd,adx,AMZN/USD,2,3998,2094,49.1,-0.02
B_1h_4h,macd,vol,AMZN/USD,2,2526,1539,48.7,-0.021
B_1h_4h,macd,rsi,AMZN/USD,4,2402,1598,53.2,0.065
B_1h_4h,macd,bb,AMZN/USD,4,2409,1567,54.6,0.078
B_1h_4h,macd,ema,AMZN/USD,4,2505,1680,51.2,0.038
B_1h_4h,macd,adx,AMZN/USD,4,3996,2581,49.2,-0.031
B_1h_4h,macd,vol,AMZN/USD,4,2526,1840,49.8,-0.013
B_1h_4h,bb,rsi,AMZN/USD,1,334,152,61.8,0.072
B_1h_4h,bb,macd,AMZN/USD,1,350,164,57.9,0.039
B_1h_4h,bb,ema,AMZN/USD,1,393,174,55.2,0.028
B_1h_4h,bb,adx,AMZN/USD,1,728,378,49.5,0.004
B_1h_4h,bb,vol,AMZN/USD,1,502,300,49.3,-0.001
B_1h_4h,bb,rsi,AMZN/USD,2,334,192,61.5,0.112
B_1h_4h,bb,macd,AMZN/USD,2,350,198,59.1,0.08
B_1h_4h,bb,ema,AMZN/USD,2,393,216,53.7,0.043
B_1h_4h,bb,adx,AMZN/USD,2,728,449,48.6,0.002
B_1h_4h,bb,vol,AMZN/USD,2,502,347,47.3,0.001
B_1h_4h,bb,rsi,AMZN/USD,4,334,233,57.5,0.138
B_1h_4h,bb,macd,AMZN/USD,4,350,237,61.6,0.139
B_1h_4h,bb,ema,AMZN/USD,4,393,277,52.0,0.036
B_1h_4h,bb,adx,AMZN/USD,4,728,521,50.3,0.014
B_1h_4h,bb,vol,AMZN/USD,4,502,391,50.6,0.033
C_4h_4h,rsi,(solo),AMZN/USD,1,45,30,66.7,0.032
C_4h_4h,rsi,macd,AMZN/USD,1,12,8,87.5,0.238
C_4h_4h,rsi,bb,AMZN/USD,1,1,1,0.0,-0.476
C_4h_4h,rsi,ema,AMZN/USD,1,1,0,,-0.052
C_4h_4h,rsi,adx,AMZN/USD,1,43,29,65.5,0.022
C_4h_4h,rsi,vol,AMZN/USD,1,21,16,68.8,-0.011
C_4h_4h,rsi,(solo),AMZN/USD,2,45,36,47.2,0.01
C_4h_4h,rsi,macd,AMZN/USD,2,12,7,57.1,0.221
C_4h_4h,rsi,bb,AMZN/USD,2,1,1,100.0,0.76
C_4h_4h,rsi,ema,AMZN/USD,2,1,1,0.0,-0.295
C_4h_4h,rsi,adx,AMZN/USD,2,43,34,47.1,0.007
C_4h_4h,rsi,vol,AMZN/USD,2,21,17,52.9,-0.042
C_4h_4h,macd,(solo),AMZN/USD,1,1334,862,47.9,-0.004
C_4h_4h,macd,rsi,AMZN/USD,1,667,464,46.3,-0.015
C_4h_4h,macd,bb,AMZN/USD,1,661,458,47.2,-0.001
C_4h_4h,macd,ema,AMZN/USD,1,641,429,45.2,-0.007
C_4h_4h,macd,adx,AMZN/USD,1,1021,659,47.6,-0.014
C_4h_4h,macd,vol,AMZN/USD,1,637,436,46.6,-0.018
C_4h_4h,macd,(solo),AMZN/USD,2,1333,1012,48.0,-0.002
C_4h_4h,macd,rsi,AMZN/USD,2,667,524,47.1,0.014
C_4h_4h,macd,bb,AMZN/USD,2,661,530,48.3,0.029
C_4h_4h,macd,ema,AMZN/USD,2,641,497,46.1,0.01
C_4h_4h,macd,adx,AMZN/USD,2,1020,765,48.0,-0.002
C_4h_4h,macd,vol,AMZN/USD,2,637,514,47.9,-0.01
C_4h_4h,bb,(solo),AMZN/USD,1,221,151,51.7,0.012
C_4h_4h,bb,rsi,AMZN/USD,1,40,23,30.4,-0.063
C_4h_4h,bb,macd,AMZN/USD,1,28,15,40.0,-0.059
C_4h_4h,bb,ema,AMZN/USD,1,64,41,41.5,-0.059
C_4h_4h,bb,adx,AMZN/USD,1,179,126,54.0,0.039
C_4h_4h,bb,vol,AMZN/USD,1,129,88,46.6,-0.034
C_4h_4h,bb,(solo),AMZN/USD,2,221,166,52.4,0.073
C_4h_4h,bb,rsi,AMZN/USD,2,40,25,48.0,0.033
C_4h_4h,bb,macd,AMZN/USD,2,28,17,41.2,-0.009
C_4h_4h,bb,ema,AMZN/USD,2,64,44,52.3,-0.024
C_4h_4h,bb,adx,AMZN/USD,2,179,133,53.4,0.149
C_4h_4h,bb,vol,AMZN/USD,2,129,96,46.9,-0.033
